movie_id,primary_title,movie,production_budget,worldwide_gross,roi
tt1291584,Warrior,Warrior,25000000.0,24215385.0,-0.0313846
tt4163390,Warrior,Warrior,25000000.0,24215385.0,-0.0313846
tt1293847,xXx: Return of Xander Cage,xXx: Return of Xander Cage,85000000.0,345033359.0,3.059215988235294
tt1294226,The Last Song,The Last Song,20000000.0,92678948.0,3.6339474
tt1296373,The FP,The FP,60000.0,0.0,-1.0
tt1298530,Animals,Animals,5500000.0,0.0,-1.0
tt2271167,Animals,Animals,5500000.0,0.0,-1.0
tt3297554,Animals,Animals,5500000.0,0.0,-1.0
tt4426738,Animals,Animals,5500000.0,0.0,-1.0
tt1298649,The Watch,The Watch,55000000.0,67130045.0,0.22054627272727273
tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,410600000.0,1045663875.0,1.5466728567949342
tt1300854,Iron Man 3,Iron Man 3,200000000.0,1215392272.0,5.07696136
tt1302011,Kung Fu Panda 2,Kung Fu Panda 2,150000000.0,664837547.0,3.4322503133333333
tt1302067,Yogi Bear,Yogi Bear,80000000.0,204774690.0,1.559683625
tt1303803,Standing Ovation,Standing Ovation,5600000.0,531806.0,-0.9050346428571429
tt1305583,Our Family Wedding,Our Family Wedding,14000000.0,21410546.0,0.5293247142857143
tt1305591,Mars Needs Moms,Mars Needs Moms,150000000.0,39549758.0,-0.7363349466666667
tt1306980,50/50,50/50,8000000.0,41334735.0,4.166841875
tt1734060,50/50,50/50,8000000.0,41334735.0,4.166841875
tt1307068,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,10000000.0,11766959.0,0.1766959
tt1308729,Bullet to the Head,Bullet to the Head,55000000.0,22597969.0,-0.5891278363636364
tt1313092,Animal Kingdom,Animal Kingdom,4200000.0,8078683.0,0.9234959523809524
tt7016298,Animal Kingdom,Animal Kingdom,4200000.0,8078683.0,0.9234959523809524
tt1314190,3 Backyards,3 Backyards,300000.0,39475.0,-0.8684166666666666
tt1314655,Devil,Devil,10000000.0,63354114.0,5.3354114
tt7442358,Devil,Devil,10000000.0,63354114.0,5.3354114
tt1316616,There Be Dragons,There Be Dragons,36000000.0,4020990.0,-0.8883058333333334
tt1318514,Rise of the Planet of the Apes,Rise of the Planet of the Apes,93000000.0,470986200.0,4.064367741935484
tt1319716,It's a Wonderful Afterlife,It's a Wonderful Afterlife,10000000.0,1642939.0,-0.8357061
tt1320244,The Last Exorcism,The Last Exorcism,1800000.0,70165900.0,37.98105555555556
tt1320253,The Expendables,The Expendables,82000000.0,268268174.0,2.2715630975609757
tt1320261,Gulliver's Travels,Gulliver's Travels,112000000.0,232017848.0,1.0715879285714285
tt1320291,The Reef,The Reef,10000000.0,15037867.0,0.5037867
tt1321509,Death at a Funeral,Death at a Funeral,21000000.0,48977233.0,1.3322491904761904
tt1321509,Death at a Funeral,Death at a Funeral,20000000.0,46790428.0,1.3395214
tt1321511,Oldboy,Oldboy,3000000.0,6239723.0,1.0799076666666667
tt1321860,The Beaver,The Beaver,21000000.0,5046038.0,-0.7597124761904762
tt1321869,The Lovers,The Lovers,35000000.0,53899.0,-0.9984600285714286
tt5770620,The Lovers,The Lovers,35000000.0,53899.0,-0.9984600285714286
tt1321870,Gangster Squad,Gangster Squad,60000000.0,104100903.0,0.73501505
tt1322269,August: Osage County,August: Osage County,25000000.0,50738810.0,1.0295524
tt1322312,Going the Distance,Going the Distance,32000000.0,43603990.0,0.3626246875
tt5127484,Going the Distance,Going the Distance,32000000.0,43603990.0,0.3626246875
tt6135412,Going the Distance,Going the Distance,32000000.0,43603990.0,0.3626246875
tt1323045,Frozen,Frozen,150000000.0,1272469910.0,7.483132733333333
tt1611845,Frozen,Frozen,150000000.0,1272469910.0,7.483132733333333
tt2294629,Frozen,Frozen,150000000.0,1272469910.0,7.483132733333333
tt1323594,Despicable Me,Despicable Me,69000000.0,543464573.0,6.87629815942029
tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,68000000.0,706102828.0,9.383865117647058
tt1327194,The Lucky One,The Lucky One,25000000.0,96633833.0,2.86535332
tt1327601,Something Wicked,Something Wicked,3000000.0,0.0,-1.0
tt9741478,Something Wicked,Something Wicked,3000000.0,0.0,-1.0
tt1327709,Cyrus,Cyrus,7000000.0,10062896.0,0.4375565714285714
tt1336617,Cyrus,Cyrus,7000000.0,10062896.0,0.4375565714285714
tt1327773,Lee Daniels' The Butler,Lee Daniels' The Butler,30000000.0,177025498.0,4.900849933333333
tt1328873,Death Calls,Death Calls,290000.0,0.0,-1.0
tt1331294,The Apostle,The Apostle,5000000.0,21277770.0,3.255554
tt3493128,The Apostle,The Apostle,5000000.0,21277770.0,3.255554
tt5351028,The Apostle,The Apostle,5000000.0,21277770.0,3.255554
tt1333125,Movie 43,Movie 43,10000000.0,31164747.0,2.1164747
tt1334260,Never Let Me Go,Never Let Me Go,15000000.0,11173718.0,-0.25508546666666665
tt9776362,Never Let Me Go,Never Let Me Go,15000000.0,11173718.0,-0.25508546666666665
tt1334512,Arthur,Arthur,40000000.0,47787943.0,0.194698575
tt1334515,Bad Company,Bad Company,70000000.0,69157016.0,-0.01204262857142857
tt3111306,Bad Company,Bad Company,70000000.0,69157016.0,-0.01204262857142857
tt1334553,The Perfect Host,The Perfect Host,1000000.0,51587.0,-0.948413
tt6026954,The Perfect Host,The Perfect Host,1000000.0,51587.0,-0.948413
tt1335975,47 Ronin,47 Ronin,175000000.0,151716815.0,-0.13304677142857144
tt1336608,Rock of Ages,Rock of Ages,70000000.0,61031932.0,-0.12811525714285715
tt1340800,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,21000000.0,81452811.0,2.8787052857142856
tt1341167,Four Lions,Four Lions,3750000.0,2436111.0,-0.3503704
tt1342096,Butterfly,Butterfly,250000.0,0.0,-1.0
tt3919820,Butterfly,Butterfly,250000.0,0.0,-1.0
tt9121568,Butterfly,Butterfly,250000.0,0.0,-1.0
tt1343092,The Great Gatsby,The Great Gatsby,190000000.0,351040419.0,0.847581152631579
tt1343092,The Great Gatsby,The Great Gatsby,7000000.0,26533200.0,2.790457142857143
tt1343727,Dredd,Dredd,45000000.0,41467606.0,-0.07849764444444444
tt1345836,The Dark Knight Rises,The Dark Knight Rises,275000000.0,1084439099.0,2.9434149054545453
tt1350546,Redemption,Redemption,23000000.0,13593473.0,-0.4089794347826087
tt1893256,Redemption,Redemption,23000000.0,13593473.0,-0.4089794347826087
tt2342496,Redemption,Redemption,23000000.0,13593473.0,-0.4089794347826087
tt3059814,Redemption,Redemption,23000000.0,13593473.0,-0.4089794347826087
tt3104228,Redemption,Redemption,23000000.0,13593473.0,-0.4089794347826087
tt3279418,Redemption,Redemption,23000000.0,13593473.0,-0.4089794347826087
tt5621712,Redemption,Redemption,23000000.0,13593473.0,-0.4089794347826087
tt8666442,Redemption,Redemption,23000000.0,13593473.0,-0.4089794347826087
tt1351685,Jack the Giant Slayer,Jack the Giant Slayer,195000000.0,197687603.0,0.013782579487179487
tt1355630,If I Stay,If I Stay,11000000.0,78356170.0,6.1232881818181815
tt1355631,The Infiltrator,The Infiltrator,47500000.0,20718104.0,-0.5638293894736842
tt1355644,Passengers,Passengers,110000000.0,302239672.0,1.7476333818181817
tt1355683,Black Mass,Black Mass,53000000.0,98837872.0,0.8648655094339622
tt1360826,Rust,Rust,250000.0,0.0,-1.0
tt1833781,Rust,Rust,250000.0,0.0,-1.0
tt3490320,Rust,Rust,250000.0,0.0,-1.0
tt4696758,Rust,Rust,250000.0,0.0,-1.0
tt7467324,Rust,Rust,250000.0,0.0,-1.0
tt1361313,The Extra Man,The Extra Man,7000000.0,492108.0,-0.9296988571428572
tt1365519,Tomb Raider,Tomb Raider,90000000.0,273477501.0,2.0386389
tt1366338,Lowriders,Lowriders,916000.0,6188421.0,5.755918122270742
tt1366344,The Sitter,The Sitter,25000000.0,38749404.0,0.54997616
tt4697228,The Sitter,The Sitter,25000000.0,38749404.0,0.54997616
tt1366365,The Cold Light of Day,The Cold Light of Day,20000000.0,25361206.0,0.2680603
tt1371111,Cloud Atlas,Cloud Atlas,102000000.0,130673154.0,0.28110935294117645
tt1371155,Made in Dagenham,Made in Dagenham,8000000.0,15644196.0,0.9555245
tt1371160,The Kid,The Kid,65000000.0,69688384.0,0.07212898461538461
tt3439758,The Kid,The Kid,65000000.0,69688384.0,0.07212898461538461
tt4975920,The Kid,The Kid,65000000.0,69688384.0,0.07212898461538461
tt1373405,The Awakening,The Awakening,4900000.0,6924321.0,0.41312673469387756
tt1687901,The Awakening,The Awakening,4900000.0,6924321.0,0.41312673469387756
tt1785266,The Awakening,The Awakening,4900000.0,6924321.0,0.41312673469387756
tt3599496,The Awakening,The Awakening,4900000.0,6924321.0,0.41312673469387756
tt6727960,The Awakening,The Awakening,4900000.0,6924321.0,0.41312673469387756
tt1374989,Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,28000000.0,16638300.0,-0.405775
tt1374992,Upside Down,Upside Down,50000000.0,26387039.0,-0.47225922
tt1713561,Upside Down,Upside Down,50000000.0,26387039.0,-0.47225922
tt2105043,Upside Down,Upside Down,50000000.0,26387039.0,-0.47225922
tt3248078,Upside Down,Upside Down,50000000.0,26387039.0,-0.47225922
tt5105628,Upside Down,Upside Down,50000000.0,26387039.0,-0.47225922
tt8399650,Upside Down,Upside Down,50000000.0,26387039.0,-0.47225922
tt1375666,Inception,Inception,160000000.0,835524642.0,4.2220290125
tt1375670,Grown Ups,Grown Ups,75000000.0,272223430.0,2.629645733333333
tt1376195,Gunless,Gunless,9900000.0,458054.0,-0.9537319191919192
tt1376213,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box,25000000.0,0.0,-1.0
tt1385826,The Adjustment Bureau,The Adjustment Bureau,50200000.0,126931325.0,1.5285124501992031
tt1385867,Cop Out,Cop Out,37000000.0,55909910.0,0.5110786486486486
tt1386588,The Other Guys,The Other Guys,100000000.0,170936470.0,0.7093647
tt1386697,Suicide Squad,Suicide Squad,175000000.0,746059887.0,3.2631993542857143
tt1386703,Total Recall,Total Recall,125000000.0,211856088.0,0.694848704
tt1386703,Total Recall,Total Recall,65000000.0,261400000.0,3.0215384615384617
tt5847226,Total Recall,Total Recall,125000000.0,211856088.0,0.694848704
tt5847226,Total Recall,Total Recall,65000000.0,261400000.0,3.0215384615384617
tt1389072,Downsizing,Downsizing,68000000.0,54462971.0,-0.19907395588235294
tt1389137,We Bought a Zoo,We Bought a Zoo,50000000.0,118729073.0,1.37458146
tt1389139,When the Bough Breaks,When the Bough Breaks,10000000.0,30768449.0,2.0768449
tt6814096,When the Bough Breaks,When the Bough Breaks,10000000.0,30768449.0,2.0768449
tt1390411,In the Heart of the Sea,In the Heart of the Sea,100000000.0,89693309.0,-0.10306691
tt1390539,The Lost Medallion: The Adventures of Billy Stone,The Lost Medallion: The Adventures of Billy Stone,2500000.0,549632.0,-0.7801472
tt1391137,Why Did I Get Married Too?,Why Did I Get Married Too?,20000000.0,60831067.0,2.04155335
tt1392170,The Hunger Games,The Hunger Games,80000000.0,677923379.0,7.4740422375
tt1392190,Mad Max: Fury Road,Mad Max: Fury Road,150000000.0,370098020.0,1.4673201333333334
tt1392197,Marmaduke,Marmaduke,50000000.0,89895930.0,0.7979186
tt1392214,Prisoners,Prisoners,46000000.0,113402302.0,1.4652674347826087
tt1396484,It,It,35000000.0,697457969.0,18.927370542857144
tt1397280,Taken 2,Taken 2,45000000.0,377807404.0,7.395720088888889
tt1397514,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,79000000.0,318146162.0,3.027166607594937
tt1398426,Straight Outta Compton,Straight Outta Compton,28000000.0,202182981.0,6.22082075
tt1399103,Transformers: Dark of the Moon,Transformers: Dark of the Moon,195000000.0,1123790543.0,4.763028425641026
tt1399683,Winter's Bone,Winter's Bone,2000000.0,16131551.0,7.0657755
tt1401152,Unknown,Unknown,40000000.0,136123083.0,2.403077075
tt1401152,Unknown,Unknown,3700000.0,3355048.0,-0.09323027027027027
tt2402731,Unknown,Unknown,40000000.0,136123083.0,2.403077075
tt2402731,Unknown,Unknown,3700000.0,3355048.0,-0.09323027027027027
tt5213284,Unknown,Unknown,40000000.0,136123083.0,2.403077075
tt5213284,Unknown,Unknown,3700000.0,3355048.0,-0.09323027027027027
tt5877156,Unknown,Unknown,40000000.0,136123083.0,2.403077075
tt5877156,Unknown,Unknown,3700000.0,3355048.0,-0.09323027027027027
tt1402488,Happy Feet Two,Happy Feet Two,135000000.0,157956466.0,0.1700478962962963
tt1403177,Hesher,Hesher,7000000.0,382946.0,-0.9452934285714286
tt1403241,Wolves,Wolves,18000000.0,94953.0,-0.9947248333333333
tt4623856,Wolves,Wolves,18000000.0,94953.0,-0.9947248333333333
tt1403865,True Grit,True Grit,35000000.0,252276928.0,6.207912228571429
tt1403981,Remember Me,Remember Me,16000000.0,56506120.0,2.5316325
tt4843358,Remember Me,Remember Me,16000000.0,56506120.0,2.5316325
tt4999290,Remember Me,Remember Me,16000000.0,56506120.0,2.5316325
tt7990108,Remember Me,Remember Me,16000000.0,56506120.0,2.5316325
tt1405500,For Colored Girls,For Colored Girls,21000000.0,38017873.0,0.8103749047619048
tt1407061,Just Wright,Just Wright,12000000.0,21867665.0,0.8223054166666667
tt1408101,Star Trek Into Darkness,Star Trek Into Darkness,190000000.0,467381584.0,1.4599030736842105
tt1408253,Ride Along,Ride Along,25000000.0,153733800.0,5.149352
tt2263520,Ride Along,Ride Along,25000000.0,153733800.0,5.149352
